,AP001,AP005,BR007,DL002,DL004,DL006,DL007,DL008,DL011,DL012,DL013,DL014,DL017,DL019,DL021,DL025,DL028,DL030,DL031,DL033,DL034,GJ001,HR014,JH001,KA003,KA005,KA009,KA010,KL008,MH005,PB001,RJ004,RJ005,RJ006,TG001,TG002,TG003,TG004,TG005,TG006,TN001,TN003,TN004,UP012,UP014,UP016,OD001,UP015,OD002,HR011,KA002,DL003,DL009,DL010,DL015,DL016,DL018,DL022,DL023,DL024,DL026,DL027,DL032,DL035,DL037,DL038,WB013,KA004,KA006,KA008,KA011,DL020,DL029,DL036,KA007,DL005,WB011,DL001,AS001,WB009,MH012,MH013,WB010,MH007,MH010,MH009,MH014,MH006,TN005,TN002,MH011,MH008,WB012,UP013,WB008,ML001,WB007,CH001,MP001,BR008,BR009,BR010,KL002,KL004,KL007,BR005,BR006,HR012,HR013,MZ001
2019-11-25,Moderate,,Very Poor,Poor,Poor,Poor,Poor,Very Poor,,Poor,Moderate,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Poor,Moderate,Poor,Very Poor,Moderate,Poor,Moderate,,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,,Satisfactory,Poor,Very Poor,Very Poor,,,,Poor,Satisfactory,Very Poor,Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Poor,Poor,Very Poor,Poor,,Satisfactory,Satisfactory,Satisfactory,Very Poor,Very Poor,Poor,Satisfactory,Very Poor,Very Poor,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,Satisfactory,Poor,Poor,Poor,Poor,Poor,Good,Very Poor,Satisfactory,Poor,,,,,,,,,,,
2019-11-26,Moderate,Poor,Severe,Poor,Poor,Poor,Poor,Very Poor,,Poor,Moderate,Poor,Poor,Poor,Very Poor,Poor,Very Poor,Moderate,Poor,Poor,Very Poor,Severe,Moderate,Very Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,,Satisfactory,Very Poor,Very Poor,Very Poor,Moderate,,,Poor,Satisfactory,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Poor,Very Poor,Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,Very Poor,Poor,Poor,Satisfactory,Very Poor,Very Poor,Poor,Moderate,Very Poor,Moderate,Poor,Poor,Poor,Moderate,Poor,Poor,Satisfactory,Satisfactory,Satisfactory,Poor,Poor,Poor,,Poor,Good,Very Poor,Moderate,Poor,,,,,,,,,,,
2019-11-27,Moderate,Moderate,Severe,Moderate,Moderate,Moderate,Moderate,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Severe,Satisfactory,Very Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,,Satisfactory,Very Poor,Severe,Very Poor,Moderate,,,Moderate,Satisfactory,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,,Poor,Moderate,Moderate,Poor,Moderate,Poor,Poor,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Moderate,Very Poor,Moderate,Moderate,Very Poor,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Moderate,Poor,Very Poor,Poor,Good,Very Poor,Satisfactory,Poor,,,,,,,,,,,
2019-11-28,Moderate,Moderate,Severe,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Poor,Satisfactory,Very Poor,Moderate,Moderate,Satisfactory,Good,Satisfactory,Moderate,Good,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,,Good,Very Poor,Severe,Severe,,,,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Satisfactory,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Very Poor,Moderate,Good,Poor,Satisfactory,Very Poor,,,,,,,,,,,
2019-11-29,Satisfactory,Satisfactory,Very Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Satisfactory,Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Good,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,,Good,Poor,Very Poor,Very Poor,Poor,,Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Satisfactory,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Poor,Moderate,Moderate,Moderate,Moderate,Good,Moderate,Satisfactory,Poor,,,,,,,,,,,
2019-11-30,Satisfactory,Moderate,Very Poor,Moderate,Moderate,Moderate,Poor,Poor,,Moderate,Satisfactory,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,,,Good,Moderate,Poor,Moderate,Poor,,Very Poor,Moderate,Satisfactory,Poor,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Poor,Satisfactory,Satisfactory,Moderate,Satisfactory,Poor,Moderate,Moderate,Satisfactory,Poor,Poor,Moderate,Poor,Very Poor,Poor,Moderate,Poor,Poor,Moderate,Moderate,Poor,Moderate,Satisfactory,Satisfactory,Poor,Poor,Moderate,Moderate,Moderate,,Poor,Satisfactory,Poor,,,,,,,,,,,
2019-12-01,Satisfactory,Moderate,Very Poor,Very Poor,Moderate,Poor,Poor,Very Poor,,Moderate,Moderate,Poor,Moderate,Poor,Very Poor,Moderate,Very Poor,Moderate,Poor,Poor,Poor,Poor,Moderate,Moderate,Good,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,,,Good,Moderate,Poor,Poor,Moderate,,Poor,Moderate,Good,Very Poor,Poor,Poor,Very Poor,Poor,Poor,Moderate,Poor,Very Poor,Poor,Poor,Very Poor,Poor,Poor,Very Poor,Poor,Satisfactory,Satisfactory,Satisfactory,Good,Very Poor,Very Poor,Moderate,Satisfactory,Very Poor,Very Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Moderate,Poor,Poor,Moderate,Good,Satisfactory,Poor,Poor,Poor,Moderate,Moderate,,Poor,Moderate,Poor,,,,,,,,,,,
2019-12-02,Satisfactory,Moderate,Very Poor,Very Poor,Poor,Poor,Poor,Very Poor,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Poor,Poor,Very Poor,Moderate,Moderate,Moderate,Good,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,,,Good,Moderate,Poor,Poor,Moderate,,Moderate,Poor,Satisfactory,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,Good,Very Poor,Very Poor,Poor,Satisfactory,Very Poor,,,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Satisfactory,Good,Satisfactory,Poor,Poor,Moderate,Poor,Moderate,,Poor,Moderate,Poor,,,,,,,,,,,
2019-12-03,Satisfactory,Moderate,Very Poor,Very Poor,Poor,Very Poor,Poor,Very Poor,,Poor,Moderate,Very Poor,Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Poor,Poor,Very Poor,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,,Good,Poor,Very Poor,Poor,Moderate,,Poor,Poor,Good,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Satisfactory,,Satisfactory,Good,Very Poor,Very Poor,Poor,Satisfactory,Very Poor,Poor,,Moderate,Poor,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Good,Satisfactory,Moderate,Satisfactory,Moderate,Very Poor,Moderate,,Poor,Moderate,Poor,,,,,,,,,,,
2019-12-04,Moderate,Moderate,Very Poor,Very Poor,Poor,Very Poor,Poor,Very Poor,,Poor,Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Moderate,Poor,Poor,Satisfactory,Moderate,Satisfactory,Good,Satisfactory,,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Good,,Satisfactory,Poor,Very Poor,Very Poor,Moderate,,Moderate,Poor,Satisfactory,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Very Poor,Very Poor,Poor,Satisfactory,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Satisfactory,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,,Moderate,,Poor,Moderate,Moderate,,,,,,,,,,,
2019-12-05,Moderate,Moderate,Severe,Severe,Very Poor,Very Poor,Very Poor,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Very Poor,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Very Poor,Very Poor,Very Poor,Moderate,,Moderate,Very Poor,Satisfactory,Severe,Very Poor,Severe,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Severe,Severe,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Severe,Very Poor,Very Poor,Satisfactory,Severe,,Very Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Very Poor,Moderate,,Poor,Poor,Moderate,,,,,,,,,,,
2019-12-06,Moderate,Moderate,Severe,Severe,Very Poor,Very Poor,Severe,Severe,,Very Poor,Very Poor,Severe,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Poor,Moderate,,Satisfactory,Good,Satisfactory,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,,Very Poor,Very Poor,Very Poor,Moderate,,Poor,Very Poor,Satisfactory,Severe,Severe,Severe,Severe,Severe,Very Poor,Very Poor,Severe,Severe,Severe,Severe,Severe,Very Poor,Severe,Severe,Moderate,Moderate,Moderate,Moderate,Moderate,Severe,Severe,Very Poor,Satisfactory,Severe,,Severe,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Very Poor,Moderate,,Poor,Moderate,Moderate,,,,,,,,,,,
2019-12-07,Moderate,Satisfactory,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Poor,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,Good,Satisfactory,,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,,Very Poor,Very Poor,Very Poor,Moderate,,Poor,Very Poor,Good,Severe,Very Poor,Severe,Severe,Severe,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,Moderate,Moderate,Satisfactory,Severe,Very Poor,Very Poor,Satisfactory,Severe,Moderate,Poor,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,Moderate,Moderate,,,,,,,,,,,
2019-12-08,Satisfactory,Satisfactory,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,Poor,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,Good,Satisfactory,,Moderate,Moderate,Poor,Satisfactory,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,,Very Poor,Very Poor,Severe,Moderate,,Poor,Very Poor,Good,Severe,Severe,Severe,Severe,Severe,Very Poor,Very Poor,Very Poor,Severe,Severe,Very Poor,Severe,Very Poor,Severe,Severe,Poor,Satisfactory,Satisfactory,Satisfactory,Good,Severe,Very Poor,Very Poor,Satisfactory,Severe,Poor,Very Poor,Poor,Poor,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Moderate,Satisfactory,Good,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,Moderate,Very Poor,,,,,,,,,,,
2019-12-09,Satisfactory,Satisfactory,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,Good,Satisfactory,,Moderate,Moderate,,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,,Poor,Very Poor,Very Poor,Moderate,,Poor,Very Poor,Good,Severe,Very Poor,Severe,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,Satisfactory,Satisfactory,Good,Very Poor,Very Poor,Very Poor,Satisfactory,Very Poor,Moderate,Very Poor,Poor,Moderate,Poor,Poor,Satisfactory,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Good,Poor,Poor,Moderate,Poor,Moderate,,Moderate,Moderate,Very Poor,,,,,,,,,,,
2019-12-10,Satisfactory,Satisfactory,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,Good,Satisfactory,,Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Good,Satisfactory,,Poor,Very Poor,Very Poor,Moderate,,Poor,Very Poor,Good,Severe,Very Poor,Severe,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Severe,Very Poor,Very Poor,Satisfactory,Severe,Poor,Very Poor,Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Good,Moderate,Moderate,Moderate,Very Poor,Moderate,,Moderate,Poor,Poor,,,,,,,,,,,
2019-12-11,Satisfactory,Satisfactory,Very Poor,Severe,Very Poor,Very Poor,Severe,Severe,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Severe,Very Poor,Severe,Very Poor,Severe,Severe,Very Poor,Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,,Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Very Poor,Very Poor,Severe,Poor,,Poor,Very Poor,Good,Severe,Severe,Severe,Severe,Severe,Very Poor,Very Poor,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Severe,Severe,Very Poor,Satisfactory,Severe,Poor,Severe,Very Poor,,Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Satisfactory,Satisfactory,,Poor,Poor,Moderate,Very Poor,Moderate,,Moderate,Poor,Poor,,,,,,,,,,,
2019-12-12,Satisfactory,Moderate,Severe,Severe,Severe,Severe,Very Poor,Severe,,Very Poor,Severe,Severe,Very Poor,Severe,Very Poor,Severe,Severe,Very Poor,Severe,Severe,Severe,Severe,Very Poor,Poor,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,,Moderate,Moderate,Poor,Moderate,Moderate,Satisfactory,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Very Poor,Very Poor,Severe,Poor,,Poor,Severe,Good,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Severe,Severe,Severe,Satisfactory,Severe,Poor,Severe,Poor,Moderate,Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Good,Poor,Poor,Moderate,Very Poor,Moderate,,Moderate,Very Poor,Poor,,,,,,,,,,,
2019-12-13,Satisfactory,Moderate,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,,Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Poor,Poor,Very Poor,Poor,Poor,Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,,Good,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Poor,Very Poor,Very Poor,Moderate,,Moderate,Very Poor,Good,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Very Poor,Very Poor,Very Poor,Satisfactory,Very Poor,Poor,Very Poor,Very Poor,Poor,Poor,Poor,,Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,Good,Poor,Moderate,Moderate,Poor,Moderate,,Poor,Moderate,Moderate,,,,,,,,,,,
2019-12-14,Satisfactory,Satisfactory,Very Poor,Poor,Moderate,,Moderate,Poor,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Moderate,Moderate,Poor,Moderate,,Moderate,Satisfactory,Satisfactory,Poor,Moderate,Poor,Poor,Poor,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Poor,Poor,Poor,Satisfactory,Satisfactory,Moderate,Satisfactory,Poor,Poor,Moderate,Satisfactory,Poor,,Moderate,Poor,Very Poor,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Poor,Satisfactory,Poor,,Very Poor,Good,Moderate,,,,,,,,,,,
2019-12-15,Satisfactory,Satisfactory,Very Poor,,Moderate,,Moderate,Poor,,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Poor,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Poor,Good,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Moderate,Moderate,Moderate,Moderate,,Moderate,Moderate,Good,Poor,Poor,Poor,Poor,Poor,Moderate,Moderate,Moderate,Very Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Poor,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Poor,Poor,Moderate,Satisfactory,Poor,Very Poor,Moderate,Very Poor,Very Poor,Satisfactory,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Poor,Satisfactory,Poor,,Poor,Satisfactory,Moderate,,,,,,,,,,,
2019-12-16,Satisfactory,Satisfactory,Very Poor,Poor,Moderate,,Moderate,Poor,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Satisfactory,Satisfactory,Good,Moderate,Moderate,Poor,Satisfactory,,Moderate,Moderate,Good,Poor,Poor,Poor,Very Poor,Poor,Moderate,Moderate,Moderate,Very Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Poor,Moderate,Satisfactory,Poor,Poor,Moderate,Very Poor,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Poor,Moderate,Moderate,Satisfactory,Good,Poor,Moderate,Moderate,Satisfactory,Moderate,,Moderate,Satisfactory,Moderate,,,,,,,,,,,
2019-12-17,Satisfactory,Moderate,Very Poor,Poor,Moderate,,Moderate,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Poor,Satisfactory,Moderate,Satisfactory,,Satisfactory,Good,Satisfactory,,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Poor,Satisfactory,,Moderate,Moderate,Good,Poor,Poor,Poor,Very Poor,,Moderate,Moderate,Moderate,Very Poor,Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Moderate,Poor,Moderate,Satisfactory,Poor,,Moderate,Poor,Moderate,Moderate,Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Good,Poor,Poor,Moderate,Moderate,Moderate,,Moderate,Satisfactory,Moderate,,,,,,,,,,,
2019-12-18,Moderate,Moderate,Very Poor,Very Poor,Moderate,,Poor,Very Poor,,Moderate,Poor,Poor,Poor,Poor,Poor,Poor,Very Poor,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Satisfactory,Satisfactory,,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Moderate,Very Poor,Moderate,,Moderate,Poor,Good,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Moderate,Moderate,Poor,Very Poor,Very Poor,Poor,Very Poor,Poor,Very Poor,Very Poor,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Poor,Very Poor,Poor,Satisfactory,Very Poor,Moderate,Poor,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,,Moderate,Satisfactory,Poor,,,,,,,,,,,
2019-12-19,Moderate,Moderate,Very Poor,Very Poor,Very Poor,,Very Poor,Very Poor,,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Moderate,Poor,Very Poor,Satisfactory,,Moderate,Very Poor,Good,Very Poor,Very Poor,Very Poor,Very Poor,Very Poor,Poor,Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Very Poor,Very Poor,Severe,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Very Poor,Very Poor,Very Poor,Satisfactory,Very Poor,Moderate,Very Poor,Very Poor,Moderate,Poor,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Poor,Moderate,Poor,Moderate,,Moderate,Moderate,Moderate,,,,,,,,,,,
2019-12-20,Moderate,Moderate,Very Poor,Severe,Very Poor,,Severe,Severe,,Very Poor,Severe,Severe,Very Poor,Severe,Very Poor,Severe,Severe,Very Poor,Very Poor,Severe,Severe,Severe,Very Poor,Moderate,Moderate,Moderate,Satisfactory,Satisfactory,Satisfactory,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Poor,Moderate,Satisfactory,Moderate,Satisfactory,Poor,Very Poor,Very Poor,Satisfactory,,Poor,Very Poor,Satisfactory,Severe,Severe,Severe,Severe,Severe,Severe,Very Poor,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Severe,Moderate,Satisfactory,Satisfactory,Moderate,Satisfactory,Severe,Severe,Severe,Satisfactory,Severe,Moderate,Severe,Very Poor,Poor,Poor,Moderate,Moderate,Poor,Moderate,Poor,Poor,Moderate,Satisfactory,Moderate,Poor,Poor,Moderate,Very Poor,Moderate,,Moderate,Poor,Moderate,,,,,,,,,,,
